3001	10298	1	9884
3001	13013	1	9884
3016	15597	1	10935
3016	13755	1	10935
3016	12968	2	10935
3016	11049	1	10935
3016	617	3	10935
3018	16421	2	16565
3018	14315	1	16565
3018	14262	1	16565
3018	5623	1	16565
3026	83	1	14401
3027	15286	1	13676
3027	12843	2	13676
3027	13761	1	13676
3027	8549	1	13676
3027	10210	1	13676
3027	15286	1	10210
3027	12843	2	10210
3027	13676	3	10210
3027	13761	1	10210
3027	8549	1	10210
3032	2419	1	674
3032	4315	1	674
3033	12747	2	17371
3033	2750	2	17371
3033	12835	1	17371
3033	17074	2	17371
3033	14665	1	17371
3033	7609	1	17371
3033	8974	1	17371
3059	15186	1	16851
3059	11465	1	16851
3059	7367	5	16851
3059	5141	1	16851
3059	900	1	16851
3059	5217	1	16851
3059	9889	1	16851
3059	8731	1	16851
3059	4667	1	16851
3059	8648	1	16851
3059	5451	1	16851
3059	13789	1	16851
3059	15796	1	16851
3059	6028	1	16851
3059	5908	3	16851
3059	11680	3	16851
3059	9387	1	16851
3059	17749	1	16851
3059	5184	1	16851
3059	16805	8	16851
3059	16642	1	16851
3059	8677	2	16851
3059	8681	8	16851
3059	16058	1	16851
3061	14961	3	16907
3061	13250	1	16907
3061	9667	1	16907
3061	6230	2	16907
3061	9557	4	16907
3061	10353	1	16907
3061	10351	1	16907
3061	6310	1	16907
3061	6813	3	16907
3061	5172	1	16907
3061	18368	1	16907
3061	12743	3	16907
3061	16420	4	16907
3061	9908	1	16907
3061	9321	1	16907
3061	3971	1	16907
3061	7830	1	16907
3061	5767	1	16907
3061	6277	2	16907
3061	5629	1	16907
3074	11691	1	4214
3074	1262	1	4214
3074	5391	1	4214
3092	14689	1	4210
3092	3182	1	4210
3092	3560	1	4210
3102	9896	1	10657
3102	13795	1	10657
3102	7840	1	10657
3114	6793	1	4649
3125	12399	1	574
3125	15767	2	574
3125	13931	1	574
3125	4900	1	574
3125	10763	3	574
3125	17207	2	574
3125	6820	1	574
3125	10164	1	574
3125	12399	1	574
3125	15767	2	574
3125	13931	1	574
3125	4900	1	574
3125	10763	3	574
3125	17207	2	574
3125	6820	1	574
3125	10164	1	574
3125	12399	1	574
3125	15767	2	574
3125	13931	1	574
3125	4900	1	574
3125	10763	3	574
3125	17207	2	574
3125	6820	1	574
3125	10164	1	574
3147	9393	2	17794
